pickup_hour,trip_count,tmpf,dwpf,relh,sknt,mslp,p01i,forecast,error,is_forecast,hour,weekday,day,is_weekend
2023-01-12 03:00:00,19,40.0,30.0,67.45,6.0,1022.8,0.0,,,0,3,3,12,0
2023-01-12 04:00:00,12,41.0,30.9,67.03,6.0,1022.2,0.0,,,0,4,3,12,0
2023-01-12 05:00:00,14,42.0,33.0,70.2,4.0,1021.9,0.0,,,0,5,3,12,0
2023-01-12 06:00:00,39,42.0,34.0,72.78,6.0,1022.0,0.0,,,0,6,3,12,0
2023-01-12 07:00:00,120,43.0,37.0,79.19,5.0,1021.8,0.01,,,0,7,3,12,0
2023-01-12 08:00:00,162,43.0,38.5,83.85,4.0,1021.7,0.05,,,0,8,3,12,0
2023-01-12 09:00:00,163,42.0,39.0,88.67,5.0,1021.6,0.05,,,0,9,3,12,0
2023-01-12 10:00:00,144,44.3,40.1,84.985,5.5,1021.6,0.0,,,0,10,3,12,0
2023-01-12 11:00:00,140,45.0,42.0,89.49,4.0,1020.9,0.0,,,0,11,3,12,0
2023-01-12 12:00:00,117,46.2,42.4,86.675,5.0,1019.3,0.0,,,0,12,3,12,0
2023-01-12 13:00:00,139,48.0,43.0,82.72,4.0,1017.4,0.0,,,0,13,3,12,0
2023-01-12 14:00:00,180,50.0,45.0,82.86,4.0,1016.4,0.0,,,0,14,3,12,0
2023-01-12 15:00:00,173,53.0,44.0,71.4,8.0,1015.3,0.0,,,0,15,3,12,0
2023-01-12 16:00:00,205,53.0,45.0,73.89,8.0,1014.2,0.0,,,0,16,3,12,0
2023-01-12 17:00:00,206,52.0,46.0,79.92,7.0,1012.5,0.0,,,0,17,3,12,0
2023-01-12 18:00:00,220,52.0,47.5,84.475,5.5,1012.0,0.07,,,0,18,3,12,0
2023-01-12 19:00:00,121,52.0,49.0,89.13,6.0,1010.5,0.06,,,0,19,3,12,0
2023-01-12 20:00:00,101,54.0,51.0,89.88,5.0,1009.2,0.01,,,0,20,3,12,0
2023-01-12 21:00:00,81,54.5,52.0,91.255,5.0,1007.8,0.03,,,0,21,3,12,0
2023-01-12 22:00:00,55,55.5,53.0,91.79,4.0,1006.6,0.0,,,0,22,3,12,0
2023-01-12 23:00:00,44,56.0,53.0,90.29,5.0,1005.3,0.0,,,0,23,3,12,0
2023-01-13 00:00:00,29,57.0,53.0,86.77,9.0,1004.2,0.0,,,0,0,4,13,0
2023-01-13 01:00:00,27,57.0,52.0,83.33,10.0,1002.8,0.02,,,0,1,4,13,0
2023-01-13 02:00:00,12,57.0,54.0,89.68,6.0,1001.7,0.08,,,0,2,4,13,0
2023-01-13 03:00:00,10,58.66666666666666,53.86666666666667,84.17666666666666,8.666666666666666,1001.4,0.02,,,0,3,4,13,0
2023-01-13 04:00:00,6,58.0,53.0,84.0,8.0,1000.6,0.0,,,0,4,4,13,0
2023-01-13 05:00:00,15,57.5,52.0,82.0,10.0,999.9,0.0,,,0,5,4,13,0
2023-01-13 06:00:00,47,57.0,50.0,77.38,10.0,1000.6,0.0,,,0,6,4,13,0
2023-01-13 07:00:00,120,56.0,50.0,80.52,10.0,1000.3,0.0,,,0,7,4,13,0
2023-01-13 08:00:00,124,56.0,50.0,80.52,9.0,999.9,0.0,,,0,8,4,13,0
2023-01-13 09:00:00,118,56.0,51.0,83.88,11.0,1000.3,0.0,,,0,9,4,13,0
2023-01-13 10:00:00,128,57.0,51.0,80.6,11.0,1000.1,0.0,,,0,10,4,13,0
2023-01-13 11:00:00,149,57.0,50.0,77.38,13.0,1000.4,0.0,,,0,11,4,13,0
2023-01-13 12:00:00,127,55.0,46.0,71.6,14.0,1000.6,0.0,,,0,12,4,13,0
2023-01-13 13:00:00,131,55.0,45.0,68.93,12.0,999.6,0.0,,,0,13,4,13,0
2023-01-13 14:00:00,165,49.66666666666666,39.66666666666666,68.49333333333333,16.333333333333332,1000.9,0.0,,,0,14,4,13,0
2023-01-13 15:00:00,211,48.0,36.0,62.97,16.0,1001.7,0.0,,,0,15,4,13,0
2023-01-13 16:00:00,214,46.0,32.0,57.87,17.0,1002.6,0.0,,,0,16,4,13,0
2023-01-13 17:00:00,199,43.0,30.0,59.83,14.0,1004.4,0.0,,,0,17,4,13,0
2023-01-13 18:00:00,201,42.0,28.9,59.22,12.0,1005.0,0.0,,,0,18,4,13,0
2023-01-13 19:00:00,150,41.0,28.0,59.55,13.0,1005.0,0.0,,,0,19,4,13,0
2023-01-13 20:00:00,129,41.0,28.0,59.55,11.0,1006.0,0.0,,,0,20,4,13,0
2023-01-13 21:00:00,82,41.0,27.0,57.15,13.0,1006.1,0.0,,,0,21,4,13,0
2023-01-13 22:00:00,87,40.0,26.1,57.47,18.0,1005.6,0.0,,,0,22,4,13,0
2023-01-13 23:00:00,69,39.0,25.0,56.86,13.0,1006.4,0.0,,,0,23,4,13,0
2023-01-14 00:00:00,56,38.0,25.0,59.36,13.0,1006.4,0.0,,,0,0,5,14,1
2023-01-14 01:00:00,45,38.0,25.0,59.36,13.0,1006.0,0.0,,,0,1,5,14,1
2023-01-14 02:00:00,36,37.5,25.0,60.43,16.0,1006.3,0.0,,,0,2,5,14,1
2023-01-14 03:00:00,38,37.0,25.0,61.5,14.0,1007.4,0.0,,,0,3,5,14,1
2023-01-14 04:00:00,30,36.0,25.0,63.98,14.5,1007.5,0.0,,,0,4,5,14,1
2023-01-14 05:00:00,14,36.0,25.0,63.98,15.0,1007.6,0.0,,,0,5,5,14,1
2023-01-14 06:00:00,14,36.0,24.1,61.62,12.0,1007.8,0.0,,,0,6,5,14,1
2023-01-14 07:00:00,30,35.0,23.0,60.99,15.0,1008.3,0.0,,,0,7,5,14,1
2023-01-14 08:00:00,50,35.0,23.55,62.425,15.5,1008.6,0.0,,,0,8,5,14,1
2023-01-14 09:00:00,65,35.5,23.55,61.355,12.5,1009.9,0.0,,,0,9,5,14,1
2023-01-14 10:00:00,115,35.0,21.9,58.22,14.0,1010.7,0.0,,,0,10,5,14,1
2023-01-14 11:00:00,138,35.0,24.1,63.86,17.0,1011.1,0.0,,,0,11,5,14,1
2023-01-14 12:00:00,146,36.333333333333336,23.0,58.09,13.666666666666666,1010.2,0.0,,,0,12,5,14,1
2023-01-14 13:00:00,139,37.0,21.9,54.01,14.0,1010.5,0.0,,,0,13,5,14,1
2023-01-14 14:00:00,110,37.0,21.0,51.99,14.0,1010.1,0.0,,,0,14,5,14,1
2023-01-14 15:00:00,168,37.0,21.0,51.99,16.0,1010.6,0.0,,,0,15,5,14,1
2023-01-14 16:00:00,158,36.0,19.9,51.61,19.0,1011.1,0.0,,,0,16,5,14,1
2023-01-14 17:00:00,155,35.0,19.9,53.49,18.0,1011.8,0.0,,,0,17,5,14,1
2023-01-14 18:00:00,152,35.0,19.9,53.49,16.0,1012.0,0.0,,,0,18,5,14,1
2023-01-14 19:00:00,140,35.0,19.9,53.49,19.0,1012.6,0.0,,,0,19,5,14,1
2023-01-14 20:00:00,142,34.0,19.9,55.88,17.0,1011.8,0.0,,,0,20,5,14,1
2023-01-14 21:00:00,91,34.0,19.9,55.88,20.0,1011.1,0.0,,,0,21,5,14,1
2023-01-14 22:00:00,72,34.0,19.9,55.88,16.0,1013.2,0.0,,,0,22,5,14,1
2023-01-14 23:00:00,65,33.0,19.9,57.93,18.0,1012.8,0.0,,,0,23,5,14,1
2023-01-15 00:00:00,60,33.0,19.9,57.93,12.0,1012.8,0.0,,,0,0,6,15,1
2023-01-15 01:00:00,55,33.0,19.9,57.93,20.0,1013.0,0.0,,,0,1,6,15,1
2023-01-15 02:00:00,38,32.0,19.9,60.55,12.0,1013.3,0.0,,,0,2,6,15,1
2023-01-15 03:00:00,31,32.0,19.9,60.55,17.0,1014.3,0.0,,,0,3,6,15,1
2023-01-15 04:00:00,26,32.0,19.45,59.41,19.0,1014.9,0.0,,,0,4,6,15,1
2023-01-15 05:00:00,16,32.0,19.0,58.27,20.0,1014.8,0.0,,,0,5,6,15,1
2023-01-15 06:00:00,12,32.0,19.9,60.55,21.0,1015.3,0.0,,,0,6,6,15,1
2023-01-15 07:00:00,28,32.0,19.9,60.55,19.0,1016.1,0.0,,,0,7,6,15,1
2023-01-15 08:00:00,33,32.0,19.9,60.55,13.0,1016.7,0.0,,,0,8,6,15,1
2023-01-15 09:00:00,50,34.0,21.0,58.56,18.0,1017.2,0.0,,,0,9,6,15,1
2023-01-15 10:00:00,85,36.0,21.0,54.08,20.0,1017.1,0.0,,,0,10,6,15,1
2023-01-15 11:00:00,102,39.0,21.0,48.06,21.0,1016.8,0.0,,,0,11,6,15,1
2023-01-15 12:00:00,121,41.0,21.9,46.19,20.0,1016.5,0.0,,,0,12,6,15,1
2023-01-15 13:00:00,125,42.0,21.0,42.62,16.0,1016.2,0.0,,,0,13,6,15,1
2023-01-15 14:00:00,125,45.0,19.0,35.02,16.0,1015.5,0.0,,,0,14,6,15,1
2023-01-15 15:00:00,135,45.0,16.0,30.77,18.0,1015.0,0.0,,,0,15,6,15,1
2023-01-15 16:00:00,123,45.0,12.9,26.87,17.0,1015.1,0.0,,,0,16,6,15,1
2023-01-15 17:00:00,140,44.0,16.0,31.85,19.0,1015.8,0.0,,,0,17,6,15,1
2023-01-15 18:00:00,103,42.0,18.0,37.49,14.0,1016.3,0.0,,,0,18,6,15,1
2023-01-15 19:00:00,102,39.0,18.0,42.28,13.0,1016.6,0.0,,,0,19,6,15,1
2023-01-15 20:00:00,93,37.0,14.0,38.44,13.0,1016.6,0.0,,,0,20,6,15,1
2023-01-15 21:00:00,68,36.0,12.0,36.62,13.0,1016.2,0.0,,,0,21,6,15,1
2023-01-15 22:00:00,56,35.0,12.0,37.95,17.0,1016.1,0.0,,,0,22,6,15,1
2023-01-15 23:00:00,49,33.0,12.9,42.77,14.0,1016.3,0.0,,,0,23,6,15,1
2023-01-16 00:00:00,37,33.0,12.9,42.77,12.0,1016.0,0.0,,,0,0,0,16,0
2023-01-16 01:00:00,23,32.0,12.9,44.7,12.0,1015.5,0.0,,,0,1,0,16,0
2023-01-16 02:00:00,9,30.9,12.9,46.74,11.0,1015.6,0.0,,,0,2,0,16,0
2023-01-16 03:00:00,18,30.0,12.9,48.48,13.0,1015.9,0.0,,,0,3,0,16,0
2023-01-16 04:00:00,18,28.9,12.9,50.7,11.0,1015.7,0.0,,,0,4,0,16,0
2023-01-16 05:00:00,13,28.9,12.9,50.7,11.0,1015.7,0.0,,,0,5,0,16,0
2023-01-16 06:00:00,15,28.9,12.0,48.72,11.0,1015.3,0.0,,,0,6,0,16,0
2023-01-16 07:00:00,34,28.9,12.0,48.72,9.0,1015.2,0.0,,,0,7,0,16,0
2023-01-16 08:00:00,40,30.0,12.0,46.59,10.0,1015.2,0.0,,,0,8,0,16,0
2023-01-16 09:00:00,63,33.0,10.9,39.14,9.0,1014.7,0.0,,,0,9,0,16,0
2023-01-16 10:00:00,93,35.0,10.9,36.14,11.0,1014.3,0.0,,,0,10,0,16,0
2023-01-16 11:00:00,91,37.0,10.9,33.52,6.0,1013.4,0.0,,,0,11,0,16,0
2023-01-16 12:00:00,98,41.0,10.9,28.67,5.0,1011.8,0.0,,,0,12,0,16,0
2023-01-16 13:00:00,123,47.0,8.1,20.19,7.0,1010.3,0.0,,,0,13,0,16,0
2023-01-16 14:00:00,117,50.0,6.0,16.42,12.0,1009.2,0.0,,,0,14,0,16,0
2023-01-16 15:00:00,120,51.0,6.0,15.76,12.0,1008.8,0.0,,,0,15,0,16,0
2023-01-16 16:00:00,134,50.0,5.0,15.61,11.0,1008.9,0.0,,,0,16,0,16,0
2023-01-16 17:00:00,132,47.0,5.0,17.54,11.0,1008.8,0.0,,,0,17,0,16,0
2023-01-16 18:00:00,116,45.0,7.0,20.64,5.0,1009.1,0.0,,,0,18,0,16,0
2023-01-16 19:00:00,96,44.0,7.0,21.36,9.0,1009.1,0.0,,,0,19,0,16,0
2023-01-16 20:00:00,65,43.0,8.1,23.42,8.0,1009.2,0.0,,,0,20,0,16,0
2023-01-16 21:00:00,68,42.0,9.0,25.24,10.0,1009.1,0.0,,,0,21,0,16,0
2023-01-16 22:00:00,41,41.0,10.9,28.67,10.0,1009.5,0.0,,,0,22,0,16,0
2023-01-16 23:00:00,20,39.0,14.0,35.54,5.0,1009.1,0.0,,,0,23,0,16,0
2023-01-17 00:00:00,20,37.0,15.1,40.34,5.0,1008.9,0.0,,,0,0,1,17,0
2023-01-17 01:00:00,17,37.0,14.0,38.44,4.0,1008.6,0.0,,,0,1,1,17,0
2023-01-17 02:00:00,10,36.0,14.0,39.99,4.0,1008.6,0.0,,,0,2,1,17,0
2023-01-17 03:00:00,12,36.0,12.9,38.1,6.0,1008.5,0.0,,,0,3,1,17,0
2023-01-17 04:00:00,1,32.0,14.0,46.92,6.0,1008.2,0.0,,,0,4,1,17,0
2023-01-17 05:00:00,16,35.0,14.0,41.44,3.0,1007.7,0.0,,,0,5,1,17,0
2023-01-17 06:00:00,35,33.0,14.0,44.89,6.0,1008.1,0.0,,,0,6,1,17,0
2023-01-17 07:00:00,115,34.0,14.0,43.3,4.0,1007.9,0.0,,,0,7,1,17,0
2023-01-17 08:00:00,148,36.0,15.1,41.96,6.0,1008.2,0.0,,,0,8,1,17,0
2023-01-17 09:00:00,153,40.0,12.9,32.7,6.0,1008.2,0.0,,,0,9,1,17,0
2023-01-17 10:00:00,133,42.0,12.9,30.03,6.0,1007.5,0.0,,,0,10,1,17,0
2023-01-17 11:00:00,122,43.0,12.0,27.87,0.0,1006.7,0.0,,,0,11,1,17,0
2023-01-17 12:00:00,147,45.0,10.9,24.59,5.0,1006.2,0.0,,,0,12,1,17,0
2023-01-17 13:00:00,127,45.0,14.0,28.2,4.0,1004.6,0.0,,,0,13,1,17,0
2023-01-17 14:00:00,145,47.0,15.1,27.54,5.0,1004.3,0.0,,,0,14,1,17,0
2023-01-17 15:00:00,158,47.0,16.0,28.64,3.0,1003.7,0.0,,,0,15,1,17,0
2023-01-17 16:00:00,169,46.7,19.2,33.19,4.5,1004.1,0.0,,,0,16,1,17,0
2023-01-17 17:00:00,161,47.0,19.0,32.59,5.0,1003.9,0.0,,,0,17,1,17,0
2023-01-17 18:00:00,183,47.0,19.0,32.59,7.0,1004.2,0.0,,,0,18,1,17,0
2023-01-17 19:00:00,132,47.0,19.9,33.87,13.0,1004.4,0.0,,,0,19,1,17,0
2023-01-17 20:00:00,94,46.0,23.0,39.96,9.0,1004.5,0.0,,,0,20,1,17,0
2023-01-17 21:00:00,65,46.0,24.1,41.84,7.0,1004.2,0.0,,,0,21,1,17,0
2023-01-17 22:00:00,48,45.0,23.0,41.5,9.0,1004.4,0.0,,,0,22,1,17,0
2023-01-17 23:00:00,35,41.0,26.1,55.07,5.0,1004.2,0.0,,,0,23,1,17,0
2023-01-18 00:00:00,28,40.0,27.0,59.65,4.0,1003.8,0.0,,,0,0,2,18,0
2023-01-18 01:00:00,15,43.0,28.0,55.14,6.0,1003.7,0.0,,,0,1,2,18,0
2023-01-18 02:00:00,12,41.0,30.9,67.03,7.0,1004.1,0.01,,,0,2,2,18,0
2023-01-18 03:00:00,6,42.0,35.0,76.04,7.0,1004.0,0.01,,,0,3,2,18,0
2023-01-18 04:00:00,3,43.0,36.0,76.12,9.0,1004.2,0.0,,,0,4,2,18,0
2023-01-18 05:00:00,12,43.0,36.0,76.12,9.0,1004.7,0.0,,,0,5,2,18,0
2023-01-18 06:00:00,52,43.0,36.0,76.12,7.0,1005.4,0.0,,,0,6,2,18,0
2023-01-18 07:00:00,127,42.0,36.0,78.8,5.0,1006.2,0.0,,,0,7,2,18,0
2023-01-18 08:00:00,152,48.0,40.0,73.38,8.0,1007.1,0.0,,,0,8,2,18,0
2023-01-18 09:00:00,136,50.0,39.0,65.75,10.0,1008.0,0.0,,,0,9,2,18,0
2023-01-18 10:00:00,150,52.0,39.0,61.06,13.0,1008.6,0.0,,,0,10,2,18,0
2023-01-18 11:00:00,123,54.0,36.0,50.42,18.0,1009.0,0.0,,,0,11,2,18,0
2023-01-18 12:00:00,109,56.0,34.0,43.46,17.0,1008.7,0.0,,,0,12,2,18,0
2023-01-18 13:00:00,118,55.0,34.0,44.9,17.0,1008.5,0.0,,,0,13,2,18,0
2023-01-18 14:00:00,141,56.0,33.0,41.92,19.0,1008.8,0.0,,,0,14,2,18,0
2023-01-18 15:00:00,186,56.0,33.0,41.92,18.0,1009.5,0.0,,,0,15,2,18,0
2023-01-18 16:00:00,186,53.0,33.0,46.42,14.0,1010.7,0.0,,,0,16,2,18,0
2023-01-18 17:00:00,189,52.0,33.0,48.34,14.0,1011.7,0.0,,,0,17,2,18,0
2023-01-18 18:00:00,183,51.0,33.0,49.98,15.0,1012.7,0.0,,,0,18,2,18,0
2023-01-18 19:00:00,152,50.0,33.0,52.06,10.0,1013.8,0.0,,,0,19,2,18,0
2023-01-18 20:00:00,95,49.0,34.0,56.23,10.0,1014.5,0.0,,,0,20,2,18,0
2023-01-18 21:00:00,63,47.0,34.0,60.61,5.0,1014.8,0.0,,,0,21,2,18,0
2023-01-18 22:00:00,61,47.0,34.0,60.61,4.0,1015.6,0.0,,,0,22,2,18,0
2023-01-18 23:00:00,42,46.0,34.0,62.71,5.0,1016.0,0.0,,,0,23,2,18,0
2023-01-19 00:00:00,23,43.0,33.0,67.82,5.0,1015.9,0.0,,,0,0,3,19,0
2023-01-19 01:00:00,17,42.0,33.0,70.2,3.0,1015.7,0.0,,,0,1,3,19,0
2023-01-19 02:00:00,7,40.0,32.0,73.14,4.0,1016.5,0.0,,,0,2,3,19,0
2023-01-19 03:00:00,7,40.0,32.0,73.14,6.0,1016.6,0.0,,,0,3,3,19,0
2023-01-19 04:00:00,10,39.0,32.0,75.75,4.0,1016.6,0.0,,,0,4,3,19,0
2023-01-19 05:00:00,16,41.0,32.0,70.08,4.0,1016.2,0.0,,,0,5,3,19,0
2023-01-19 06:00:00,43,42.0,33.0,70.2,0.0,1017.3,0.0,,,0,6,3,19,0
2023-01-19 07:00:00,120,43.0,33.0,67.82,3.0,1017.3,0.0,,,0,7,3,19,0
2023-01-19 08:00:00,141,42.0,33.0,70.2,3.0,1017.5,0.0,,,0,8,3,19,0
2023-01-19 09:00:00,172,43.0,35.0,73.45,0.0,1017.3,0.01,,,0,9,3,19,0
2023-01-19 10:00:00,151,42.0,36.0,78.8,5.0,1016.3,0.05,,,0,10,3,19,0
2023-01-19 11:00:00,146,42.0,38.0,84.93,4.0,1015.9,0.08,,,0,11,3,19,0
2023-01-19 12:00:00,143,42.4,39.1,87.83,3.5,1014.8,0.06,,,0,12,3,19,0
2023-01-19 13:00:00,143,42.0,39.0,88.67,5.0,1012.9,0.05,,,0,13,3,19,0
2023-01-19 14:00:00,152,42.0,39.0,88.67,4.5,1011.9,0.04,,,0,14,3,19,0
2023-01-19 15:00:00,195,42.0,39.0,88.67,6.0,1011.9,0.05,,,0,15,3,19,0
2023-01-19 16:00:00,188,43.0,40.0,88.71,7.0,1010.6,0.19,,,0,16,3,19,0
2023-01-19 17:00:00,231,43.0,41.0,92.58,6.0,1009.0,0.08,,,0,17,3,19,0
2023-01-19 18:00:00,217,43.0,41.0,92.58,6.0,1007.5,0.05,,,0,18,3,19,0
2023-01-19 19:00:00,177,43.0,41.0,92.58,5.0,1006.3,0.03,,,0,19,3,19,0
2023-01-19 20:00:00,138,42.5,40.5,92.21,7.5,1004.3,0.08,,,0,20,3,19,0
2023-01-19 21:00:00,88,42.0,40.0,91.84,11.5,1002.4,0.1,,,0,21,3,19,0
2023-01-19 22:00:00,70,42.0,39.333333333333336,89.72666666666667,12.0,1003.4,0.25,,,0,22,3,19,0
2023-01-19 23:00:00,40,41.0,39.0,92.52,8.0,1001.3,0.06,,,0,23,3,19,0
2023-01-20 00:00:00,43,43.0,40.0,88.71,5.0,1001.5,0.0,,,0,0,4,20,0
2023-01-20 01:00:00,19,43.0,39.5,87.185,5.5,1001.2,0.0,,,0,1,4,20,0
2023-01-20 02:00:00,11,43.0,39.0,85.66,3.0,1002.3,0.0,,,0,2,4,20,0
2023-01-20 03:00:00,10,42.0,39.0,88.67,4.0,1002.4,0.0,,,0,3,4,20,0
2023-01-20 04:00:00,9,42.0,40.0,91.84,4.0,1002.6,0.0,,,0,4,4,20,0
2023-01-20 05:00:00,11,41.0,38.0,88.62,4.0,1002.7,0.0,,,0,5,4,20,0
2023-01-20 06:00:00,32,40.0,38.0,92.48,4.0,1002.8,0.0,,,0,6,4,20,0
2023-01-20 07:00:00,120,43.0,39.0,85.66,10.0,1002.9,0.0,,,0,7,4,20,0
2023-01-20 08:00:00,133,45.0,37.0,73.37,13.0,1003.0,0.0,,,0,8,4,20,0
2023-01-20 09:00:00,129,46.0,37.0,70.64,12.0,1003.6,0.0,,,0,9,4,20,0
2023-01-20 10:00:00,137,48.0,37.0,65.51,16.0,1004.0,0.0,,,0,10,4,20,0
2023-01-20 11:00:00,120,50.0,35.0,56.39,17.0,1004.0,0.0,,,0,11,4,20,0
2023-01-20 12:00:00,131,50.0,32.0,49.81,18.0,1004.0,0.0,,,0,12,4,20,0
2023-01-20 13:00:00,117,48.0,33.0,56.1,17.0,1004.4,0.0,,,0,13,4,20,0
2023-01-20 14:00:00,170,48.0,32.0,53.67,17.0,1005.1,0.0,,,0,14,4,20,0
2023-01-20 15:00:00,188,48.0,30.9,51.34,15.0,1005.5,0.0,,,0,15,4,20,0
2023-01-20 16:00:00,185,48.0,30.9,51.34,14.0,1006.8,0.0,,,0,16,4,20,0
2023-01-20 17:00:00,199,48.0,30.0,49.49,14.0,1008.0,0.0,,,0,17,4,20,0
2023-01-20 18:00:00,178,46.0,30.9,55.36,12.0,1008.9,0.0,,,0,18,4,20,0
2023-01-20 19:00:00,170,45.0,30.0,55.43,12.0,1010.1,0.0,,,0,19,4,20,0
2023-01-20 20:00:00,102,44.0,30.0,57.37,9.0,1010.6,0.0,,,0,20,4,20,0
2023-01-20 21:00:00,94,44.0,30.0,57.37,11.0,1011.4,0.0,,,0,21,4,20,0
2023-01-20 22:00:00,85,43.0,30.0,59.83,10.0,1012.1,0.0,,,0,22,4,20,0
2023-01-20 23:00:00,76,42.0,30.0,61.94,8.0,1012.5,0.0,,,0,23,4,20,0
2023-01-21 00:00:00,64,42.0,30.0,61.94,5.0,1013.3,0.0,,,0,0,5,21,1
2023-01-21 01:00:00,48,42.0,30.9,64.24,8.5,1013.6,0.0,,,0,1,5,21,1
2023-01-21 02:00:00,35,42.0,30.45,63.09,8.0,1014.1,0.0,,,0,2,5,21,1
2023-01-21 03:00:00,29,41.0,28.9,61.79,5.0,1014.9,0.0,,,0,3,5,21,1
2023-01-21 04:00:00,25,41.0,27.0,57.15,9.0,1015.3,0.0,,,0,4,5,21,1
2023-01-21 05:00:00,14,39.0,24.1,54.77,17.0,1016.3,0.0,,,0,5,5,21,1
2023-01-21 06:00:00,15,39.0,24.1,54.77,12.0,1017.0,0.0,,,0,6,5,21,1
2023-01-21 07:00:00,31,39.0,24.1,54.77,12.0,1018.1,0.0,,,0,7,5,21,1
2023-01-21 08:00:00,40,39.0,24.1,54.77,11.0,1019.2,0.0,,,0,8,5,21,1
2023-01-21 09:00:00,71,39.0,25.0,56.86,13.0,1020.0,0.0,,,0,9,5,21,1
2023-01-21 10:00:00,98,40.0,25.0,54.9,14.0,1021.0,0.0,,,0,10,5,21,1
2023-01-21 11:00:00,134,41.0,25.0,52.61,12.0,1021.3,0.0,,,0,11,5,21,1
2023-01-21 12:00:00,121,42.0,25.0,50.42,11.0,1021.2,0.0,,,0,12,5,21,1
2023-01-21 13:00:00,141,42.0,25.0,50.42,12.0,1020.8,0.0,,,0,13,5,21,1
2023-01-21 14:00:00,123,42.0,25.0,50.42,10.0,1020.8,0.0,,,0,14,5,21,1
2023-01-21 15:00:00,166,41.0,24.1,50.67,8.0,1021.3,0.0,,,0,15,5,21,1
2023-01-21 16:00:00,163,41.0,24.1,50.67,7.0,1021.6,0.0,,,0,16,5,21,1
2023-01-21 17:00:00,155,40.0,24.1,52.88,9.0,1022.4,0.0,,,0,17,5,21,1
2023-01-21 18:00:00,155,40.0,24.1,52.88,4.0,1022.8,0.0,,,0,18,5,21,1
2023-01-21 19:00:00,149,39.0,24.1,54.77,7.0,1023.2,0.0,,,0,19,5,21,1
2023-01-21 20:00:00,109,39.0,24.1,54.77,9.0,1023.6,0.0,,,0,20,5,21,1
2023-01-21 21:00:00,83,39.0,24.1,54.77,4.0,1023.6,0.0,,,0,21,5,21,1
2023-01-21 22:00:00,77,38.0,24.1,57.18,3.0,1023.7,0.0,,,0,22,5,21,1
2023-01-21 23:00:00,94,38.0,24.1,57.18,3.0,1023.6,0.0,,,0,23,5,21,1
2023-01-22 00:00:00,53,38.0,24.1,57.18,3.0,1023.3,0.0,,,0,0,6,22,1
2023-01-22 01:00:00,56,38.0,24.1,57.18,6.0,1023.1,0.0,,,0,1,6,22,1
2023-01-22 02:00:00,47,38.0,24.1,57.18,7.0,1023.6,0.0,,,0,2,6,22,1
2023-01-22 03:00:00,47,37.0,24.1,59.24,8.0,1023.8,0.0,,,0,3,6,22,1
2023-01-22 04:00:00,37,38.0,23.0,54.6,5.0,1023.2,0.0,,,0,4,6,22,1
2023-01-22 05:00:00,23,37.0,24.1,59.24,3.0,1022.7,0.0,,,0,5,6,22,1
2023-01-22 06:00:00,19,38.0,24.1,57.18,3.0,1022.7,0.0,,,0,6,6,22,1
2023-01-22 07:00:00,17,38.0,25.0,59.36,4.0,1022.4,0.0,,,0,7,6,22,1
2023-01-22 08:00:00,22,38.0,26.1,62.14,6.0,1022.1,0.0,,,0,8,6,22,1
2023-01-22 09:00:00,43,39.0,26.1,59.52,6.0,1022.9,0.0,,,0,9,6,22,1
2023-01-22 10:00:00,69,40.0,25.0,54.9,7.0,1021.8,0.0,,,0,10,6,22,1
2023-01-22 11:00:00,91,41.0,24.1,50.67,5.0,1020.8,0.0,,,0,11,6,22,1
2023-01-22 12:00:00,114,42.0,26.1,52.78,5.0,1020.0,0.0,,,0,12,6,22,1
2023-01-22 13:00:00,132,42.0,26.1,52.78,8.0,1018.9,0.0,,,0,13,6,22,1
2023-01-22 14:00:00,118,42.0,26.1,52.78,6.0,1017.8,0.0,,,0,14,6,22,1
2023-01-22 15:00:00,126,42.0,28.0,57.08,5.0,1017.4,0.0,,,0,15,6,22,1
2023-01-22 16:00:00,132,42.0,29.45,60.58,3.5,1016.8,0.0,,,0,16,6,22,1
2023-01-22 17:00:00,132,41.0,30.9,67.03,4.0,1015.6,0.0,,,0,17,6,22,1
2023-01-22 18:00:00,130,40.0,34.0,79.25,3.0,1014.2,0.03,,,0,18,6,22,1
2023-01-22 19:00:00,117,40.0,35.0,82.8,0.0,1014.4,0.05,,,0,19,6,22,1
2023-01-22 20:00:00,84,39.0,36.0,88.87,7.5,1013.4,0.2299999999999999,,,0,20,6,22,1
2023-01-22 21:00:00,71,39.0,36.0,88.87,10.0,1011.3,0.06,,,0,21,6,22,1
2023-01-22 22:00:00,54,39.0,36.0,88.87,11.0,1009.8,0.03,,,0,22,6,22,1
2023-01-22 23:00:00,40,38.0,36.0,92.78,13.0,1007.8,0.12,,,0,23,6,22,1
2023-01-23 00:00:00,25,38.0,36.0,92.78,13.0,1006.0,0.1,,,0,0,0,23,0
2023-01-23 01:00:00,14,38.0,35.0,89.53,14.0,1003.8,0.08,,,0,1,0,23,0
2023-01-23 02:00:00,15,38.0,36.0,92.78,14.0,1002.4,0.06,,,0,2,0,23,0
