weather_hour,tmpf,dwpf,relh,sknt,mslp,p01i
2023-01-21 01:00:00,42.0,30.9,64.24,8.5,1013.6,0.0
2023-01-21 02:00:00,42.0,30.45,63.089999999999996,8.0,1014.1,0.0
2023-01-21 03:00:00,41.0,28.9,61.79,5.0,1014.9,0.0
2023-01-21 04:00:00,41.0,27.0,57.15,9.0,1015.3,0.0
2023-01-21 05:00:00,39.0,24.1,54.77,17.0,1016.3,0.0
2023-01-21 06:00:00,39.0,24.1,54.77,12.0,1017.0,0.0
2023-01-21 07:00:00,39.0,24.1,54.77,12.0,1018.1,0.0
2023-01-21 08:00:00,39.0,24.1,54.77,11.0,1019.2,0.0
2023-01-21 09:00:00,39.0,25.0,56.86,13.0,1020.0,0.0
2023-01-21 10:00:00,40.0,25.0,54.9,14.0,1021.0,0.0
2023-01-21 11:00:00,41.0,25.0,52.61,12.0,1021.3,0.0
2023-01-21 12:00:00,42.0,25.0,50.42,11.0,1021.2,0.0
2023-01-21 13:00:00,42.0,25.0,50.42,12.0,1020.8,0.0
2023-01-21 14:00:00,42.0,25.0,50.42,10.0,1020.8,0.0
2023-01-21 15:00:00,41.0,24.1,50.67,8.0,1021.3,0.0
2023-01-21 16:00:00,41.0,24.1,50.67,7.0,1021.6,0.0
2023-01-21 17:00:00,40.0,24.1,52.88,9.0,1022.4,0.0
2023-01-21 18:00:00,40.0,24.1,52.88,4.0,1022.8,0.0
2023-01-21 19:00:00,39.0,24.1,54.77,7.0,1023.2,0.0
2023-01-21 20:00:00,39.0,24.1,54.77,9.0,1023.6,0.0
2023-01-21 21:00:00,39.0,24.1,54.77,4.0,1023.6,0.0
2023-01-21 22:00:00,38.0,24.1,57.18,3.0,1023.7,0.0
2023-01-21 23:00:00,38.0,24.1,57.18,3.0,1023.6,0.0
2023-01-22 00:00:00,38.0,24.1,57.18,3.0,1023.3,0.0
2023-01-22 01:00:00,38.0,24.1,57.18,6.0,1023.1,0.0
2023-01-22 02:00:00,38.0,24.1,57.18,7.0,1023.6,0.0
2023-01-22 03:00:00,37.0,24.1,59.24,8.0,1023.8,0.0
2023-01-22 04:00:00,38.0,23.0,54.6,5.0,1023.2,0.0
2023-01-22 05:00:00,37.0,24.1,59.24,3.0,1022.7,0.0
2023-01-22 06:00:00,38.0,24.1,57.18,3.0,1022.7,0.0
2023-01-22 07:00:00,38.0,25.0,59.36,4.0,1022.4,0.0
2023-01-22 08:00:00,38.0,26.1,62.14,6.0,1022.1,0.0
2023-01-22 09:00:00,39.0,26.1,59.52,6.0,1022.9,0.0
2023-01-22 10:00:00,40.0,25.0,54.9,7.0,1021.8,0.0
2023-01-22 11:00:00,41.0,24.1,50.67,5.0,1020.8,0.0
2023-01-22 12:00:00,42.0,26.1,52.78,5.0,1020.0,0.0
2023-01-22 13:00:00,42.0,26.1,52.78,8.0,1018.9,0.0
2023-01-22 14:00:00,42.0,26.1,52.78,6.0,1017.8,0.0
2023-01-22 15:00:00,42.0,28.0,57.08,5.0,1017.4,0.0
2023-01-22 16:00:00,42.0,29.45,60.58,3.5,1016.8,0.0
2023-01-22 17:00:00,41.0,30.9,67.03,4.0,1015.6,0.0
2023-01-22 18:00:00,40.0,34.0,79.25,3.0,1014.2,0.03
2023-01-22 19:00:00,40.0,35.0,82.8,0.0,1014.4,0.05
2023-01-22 20:00:00,39.0,36.0,88.87,7.5,1013.4,0.22999999999999998
2023-01-22 21:00:00,39.0,36.0,88.87,10.0,1011.3,0.06
2023-01-22 22:00:00,39.0,36.0,88.87,11.0,1009.8,0.03
2023-01-22 23:00:00,38.0,36.0,92.78,13.0,1007.8,0.12
2023-01-23 00:00:00,38.0,36.0,92.78,13.0,1006.0,0.1
2023-01-23 01:00:00,38.0,35.0,89.53,14.0,1003.8,0.08
2023-01-23 02:00:00,38.0,36.0,92.78,14.0,1002.4,0.06
2023-01-23 03:00:00,39.0,37.0,92.45,12.0,1001.2,0.0
2023-01-23 04:00:00,40.0,38.0,92.48,11.0,1000.4,0.01
2023-01-23 05:00:00,39.666666666666664,37.666666666666664,92.47000000000001,10.333333333333334,1000.4,0.01
2023-01-23 06:00:00,39.0,37.0,92.45,15.0,999.7,0.0
2023-01-23 07:00:00,40.0,37.0,89.27,9.0,999.8,0.01
2023-01-23 08:00:00,41.0,37.0,85.54,8.0,999.9,0.01
2023-01-23 09:00:00,41.0,37.0,85.54,8.0,1000.6,0.0
2023-01-23 10:00:00,40.0,36.5,87.53999999999999,10.5,1001.3,0.03
2023-01-23 11:00:00,40.0,36.0,85.81,8.666666666666666,1001.1,0.05
2023-01-23 12:00:00,40.0,36.0,85.81,11.5,1000.8,0.03
2023-01-23 13:00:00,38.666666666666664,34.666666666666664,85.73666666666668,11.333333333333334,1001.2,0.05
2023-01-23 14:00:00,39.0,34.5,84.245,11.5,1001.8,0.03
2023-01-23 15:00:00,40.0,33.0,76.44,16.0,1003.4,0.01
2023-01-23 16:00:00,40.0,34.0,79.25,15.0,1004.8,0.0
2023-01-23 17:00:00,41.0,30.9,67.03,16.0,1005.9,0.0
2023-01-23 18:00:00,40.0,28.9,64.49,19.0,1007.6,0.0
2023-01-23 19:00:00,39.0,27.0,61.78,18.0,1009.5,0.0
2023-01-23 20:00:00,38.0,26.1,62.14,10.0,1011.0,0.0
2023-01-23 21:00:00,37.0,25.0,61.5,17.0,1012.5,0.0
2023-01-23 22:00:00,37.0,24.1,59.24,16.0,1013.7,0.0
2023-01-23 23:00:00,38.0,24.1,57.18,13.0,1014.4,0.0
2023-01-24 00:00:00,37.0,21.9,54.01,17.0,1015.2,0.0
2023-01-24 01:00:00,36.0,21.9,56.18,12.0,1015.3,0.0
2023-01-24 02:00:00,37.0,21.9,54.01,9.0,1016.2,0.0
2023-01-24 03:00:00,37.0,23.0,56.57,6.0,1016.6,0.0
2023-01-24 04:00:00,37.0,23.0,56.57,8.0,1016.9,0.0
2023-01-24 05:00:00,36.0,24.1,61.62,10.0,1017.1,0.0
2023-01-24 06:00:00,37.0,24.1,59.24,9.0,1017.9,0.0
2023-01-24 07:00:00,37.0,24.1,59.24,10.0,1018.5,0.0
2023-01-24 08:00:00,37.0,24.1,59.24,9.0,1018.7,0.0
2023-01-24 09:00:00,38.0,24.1,57.18,10.0,1019.7,0.0
2023-01-24 10:00:00,41.0,24.1,50.67,14.0,1020.1,0.0
2023-01-24 11:00:00,44.0,23.0,42.95,13.0,1019.8,0.0
2023-01-24 12:00:00,47.0,24.1,40.44,12.0,1019.4,0.0
2023-01-24 13:00:00,47.0,25.0,41.99,14.0,1019.3,0.0
2023-01-24 14:00:00,49.0,26.1,40.77,22.0,1019.4,0.0
2023-01-24 15:00:00,48.0,26.1,42.17,13.0,1020.2,0.0
2023-01-24 16:00:00,44.0,24.1,44.98,16.0,1021.6,0.0
2023-01-24 17:00:00,43.0,23.0,44.8,13.0,1022.3,0.0
2023-01-24 18:00:00,42.0,24.1,48.56,13.0,1023.0,0.0
2023-01-24 19:00:00,42.0,24.1,48.56,12.0,1023.9,0.0
2023-01-24 20:00:00,42.0,23.0,46.37,9.0,1024.3,0.0
2023-01-24 21:00:00,42.0,21.9,44.27,11.0,1025.0,0.0
2023-01-24 22:00:00,41.0,21.9,46.19,11.0,1025.8,0.0
2023-01-24 23:00:00,41.0,23.0,48.39,8.0,1025.8,0.0
2023-01-25 00:00:00,39.0,21.0,48.06,6.0,1025.4,0.0
2023-01-25 01:00:00,38.0,21.0,50.18,4.0,1025.3,0.0
2023-01-25 02:00:00,37.0,21.9,54.01,3.0,1025.5,0.0
2023-01-25 03:00:00,36.0,23.0,58.85,4.0,1026.0,0.0
2023-01-25 04:00:00,35.0,23.0,60.99,3.0,1025.4,0.0
2023-01-25 05:00:00,37.0,21.9,54.01,4.0,1026.8,0.0
2023-01-25 06:00:00,37.0,23.0,56.57,0.0,1027.4,0.0
2023-01-25 07:00:00,37.0,21.9,54.01,6.0,1026.5,0.0
2023-01-25 08:00:00,37.0,23.0,56.57,5.0,1025.7,0.0
2023-01-25 09:00:00,39.0,24.1,54.77,0.0,1026.3,0.0
2023-01-25 10:00:00,40.0,23.0,50.5,6.0,1025.0,0.0
2023-01-25 11:00:00,41.0,23.0,48.39,6.0,1025.1,0.0
2023-01-25 12:00:00,41.0,27.0,57.15,6.0,1024.4,0.0
2023-01-25 13:00:00,41.5,29.45,61.925,3.5,1023.0,0.0
2023-01-25 14:00:00,36.46666666666667,30.666666666666668,79.28,8.0,1020.5,0.13
2023-01-25 15:00:00,38.0,34.333333333333336,86.96999999999998,8.0,1018.4,0.13
2023-01-25 16:00:00,39.0,36.0,88.87,5.0,1017.0,0.05
2023-01-25 17:00:00,41.0,37.0,85.54,7.0,1013.7,0.03
2023-01-25 18:00:00,45.0,41.0,85.77,15.0,1011.9,0.0
2023-01-25 19:00:00,46.0,43.0,89.2,13.0,1010.1,0.09
2023-01-25 20:00:00,49.0,46.0,89.67,16.0,1006.2,0.19
2023-01-25 21:00:00,52.0,49.0,89.13,17.0,1003.7,0.15
2023-01-25 22:00:00,54.0,51.0,89.88,11.0,1002.2,0.11
2023-01-25 23:00:00,56.0,53.0,90.29,15.0,999.4,0.16
2023-01-26 00:00:00,58.0,55.0,90.04,15.0,998.6,0.05
2023-01-26 01:00:00,58.0,55.0,90.04,14.0,996.8,0.1
2023-01-26 02:00:00,56.0,54.0,93.20666666666666,8.666666666666666,996.7,0.33
2023-01-26 03:00:00,54.0,50.0,86.29,13.0,996.2,0.21
2023-01-26 04:00:00,51.4,46.7,83.61,10.0,996.7,0.0
2023-01-26 05:00:00,49.0,44.0,83.42,11.0,997.0,0.0
2023-01-26 06:00:00,47.0,41.0,79.82,14.0,998.1,0.0
2023-01-26 07:00:00,45.666666666666664,37.0,71.45,16.333333333333332,999.1,0.0
2023-01-26 08:00:00,45.0,34.0,65.13,20.0,1000.0,0.0
2023-01-26 09:00:00,45.0,33.0,62.83,16.0,1001.2,0.0
2023-01-26 10:00:00,46.0,32.0,57.87,23.0,1002.0,0.0
2023-01-26 11:00:00,46.0,28.9,51.03,23.0,1002.5,0.0
2023-01-26 12:00:00,45.0,28.0,51.08,24.0,1003.0,0.0
2023-01-26 13:00:00,46.0,28.0,49.18,17.0,1003.2,0.0
2023-01-26 14:00:00,45.0,27.0,49.02,22.0,1003.6,0.0
2023-01-26 15:00:00,45.0,27.0,49.02,18.0,1004.6,0.0
2023-01-26 16:00:00,45.0,26.1,47.23,23.0,1005.9,0.0
2023-01-26 17:00:00,45.0,24.1,43.46,20.0,1007.1,0.0
2023-01-26 18:00:00,44.0,24.1,44.98,17.0,1008.3,0.0
2023-01-26 19:00:00,43.0,25.0,48.7,14.0,1009.4,0.0
2023-01-26 20:00:00,43.0,25.0,48.7,13.0,1010.4,0.0
2023-01-26 21:00:00,42.0,25.0,50.42,14.0,1011.1,0.0
2023-01-26 22:00:00,41.0,26.1,55.07,9.0,1011.8,0.0
2023-01-26 23:00:00,41.0,26.1,55.07,12.0,1012.2,0.0
2023-01-27 00:00:00,40.0,26.1,57.47,10.0,1012.7,0.0
2023-01-27 01:00:00,38.0,27.0,64.49,11.0,1013.5,0.0
2023-01-27 02:00:00,36.0,26.1,66.97,8.0,1014.4,0.0
2023-01-27 03:00:00,35.0,25.0,66.31,5.0,1015.3,0.0
2023-01-27 04:00:00,36.0,26.1,66.97,4.0,1015.5,0.0
2023-01-27 05:00:00,35.0,26.1,69.41,3.0,1015.8,0.0
2023-01-27 06:00:00,33.0,26.1,75.18,6.0,1016.7,0.0
2023-01-27 07:00:00,35.0,27.0,72.04,6.0,1017.7,0.0
2023-01-27 08:00:00,36.0,28.0,72.43,4.0,1018.7,0.0
2023-01-27 09:00:00,39.0,28.9,66.79,7.0,1019.2,0.0
2023-01-27 10:00:00,42.0,30.0,61.94,6.0,1019.9,0.0
2023-01-27 11:00:00,41.0,27.0,57.15,11.0,1020.1,0.0
2023-01-27 12:00:00,42.0,27.0,54.78,9.0,1019.2,0.0
2023-01-27 13:00:00,42.0,23.0,46.37,10.0,1018.4,0.0
2023-01-27 14:00:00,43.0,19.0,37.81,8.0,1018.4,0.0
2023-01-27 15:00:00,43.0,19.0,37.81,12.0,1019.0,0.0
2023-01-27 16:00:00,42.0,18.0,37.49,10.0,1019.5,0.0
2023-01-27 17:00:00,41.0,19.9,42.44,10.0,1020.1,0.0
2023-01-27 18:00:00,40.0,19.9,44.29,7.0,1020.7,0.0
2023-01-27 19:00:00,39.0,21.0,48.06,6.0,1021.2,0.0
2023-01-27 20:00:00,37.0,21.0,51.99,8.0,1021.8,0.0
2023-01-27 21:00:00,36.0,21.9,56.18,7.0,1022.5,0.0
2023-01-27 22:00:00,36.0,21.0,54.08,7.0,1022.5,0.0
2023-01-27 23:00:00,32.0,19.9,60.55,6.0,1022.1,0.0
2023-01-28 00:00:00,35.0,21.0,56.05,4.0,1021.6,0.0
2023-01-28 01:00:00,33.0,21.0,60.71,4.0,1021.8,0.0
2023-01-28 02:00:00,32.0,21.0,63.45,3.0,1022.1,0.0
2023-01-28 03:00:00,36.0,22.45,57.394999999999996,5.0,1022.0,0.0
2023-01-28 04:00:00,37.0,23.0,56.57,12.5,1022.0,0.0
2023-01-28 05:00:00,37.0,24.1,59.24,7.0,1021.9,0.0
2023-01-28 06:00:00,36.0,25.0,63.98,6.0,1022.1,0.0
2023-01-28 07:00:00,35.0,24.1,63.86,5.0,1022.3,0.0
2023-01-28 08:00:00,36.0,25.0,63.98,7.0,1022.8,0.0
2023-01-28 09:00:00,40.0,26.1,57.47,7.5,1023.7,0.0
2023-01-28 10:00:00,44.0,26.1,48.88,11.0,1024.2,0.0
2023-01-28 11:00:00,48.0,27.0,43.77,9.0,1024.4,0.0
2023-01-28 12:00:00,53.0,26.1,34.9,18.0,1023.7,0.0
2023-01-28 13:00:00,53.0,23.0,30.67,15.0,1023.3,0.0
2023-01-28 14:00:00,54.0,23.0,29.67,13.0,1022.9,0.0
2023-01-28 15:00:00,53.0,24.1,32.11,11.0,1023.5,0.0
2023-01-28 16:00:00,53.0,23.0,30.67,9.0,1024.0,0.0
2023-01-28 17:00:00,52.0,24.1,33.44,7.0,1024.6,0.0
2023-01-28 18:00:00,50.0,26.1,39.14,8.0,1025.3,0.0
2023-01-28 19:00:00,50.0,28.0,42.33,10.0,1026.0,0.0
2023-01-28 20:00:00,50.0,28.0,42.33,10.0,1026.1,0.0
2023-01-28 21:00:00,47.0,28.9,49.32,5.0,1026.4,0.0
2023-01-28 22:00:00,47.0,28.0,47.54,0.0,1026.7,0.0
2023-01-28 23:00:00,44.0,28.9,54.85,3.0,1026.7,0.0
2023-01-29 00:00:00,45.0,28.0,51.08,3.0,1026.7,0.0
2023-01-29 01:00:00,45.0,28.0,51.08,3.0,1026.2,0.0
2023-01-29 02:00:00,43.0,28.9,57.21,0.0,1026.4,0.0
2023-01-29 03:00:00,41.0,28.9,61.79,3.0,1026.2,0.0
2023-01-29 04:00:00,39.0,28.0,64.37,3.0,1026.1,0.0
2023-01-29 05:00:00,41.0,28.9,61.79,0.0,1025.7,0.0
2023-01-29 06:00:00,41.0,30.0,64.63,0.0,1025.4,0.0
2023-01-29 07:00:00,41.0,30.0,64.63,0.0,1025.3,0.0
2023-01-29 08:00:00,42.0,32.0,67.17,0.0,1025.1,0.0
2023-01-29 09:00:00,44.0,32.0,62.21,3.0,1025.2,0.0
2023-01-29 10:00:00,46.0,33.0,60.49,6.0,1024.5,0.0
2023-01-29 11:00:00,48.0,33.0,56.1,8.0,1023.6,0.0
2023-01-29 12:00:00,52.0,30.0,42.65,7.0,1021.9,0.0
2023-01-29 13:00:00,53.0,28.9,39.16,11.0,1020.4,0.0
2023-01-29 14:00:00,54.0,28.0,36.52,16.0,1019.5,0.0
2023-01-29 15:00:00,54.0,30.0,39.63,9.0,1019.0,0.0
2023-01-29 16:00:00,54.0,28.9,37.89,14.0,1019.5,0.0
2023-01-29 17:00:00,52.0,32.0,46.25,14.0,1019.2,0.0
2023-01-29 18:00:00,52.0,33.0,48.34,10.0,1019.6,0.0
2023-01-29 19:00:00,50.0,34.0,53.97,11.0,1020.1,0.0
2023-01-29 20:00:00,49.0,34.0,56.23,7.0,1019.8,0.0
2023-01-29 21:00:00,48.0,34.0,58.16,9.0,1020.9,0.0
2023-01-29 22:00:00,46.0,35.0,65.52,9.0,1021.1,0.0
2023-01-29 23:00:00,45.0,35.0,68.05,7.0,1020.8,0.0
2023-01-30 00:00:00,45.0,35.0,68.05,7.0,1021.1,0.0
2023-01-30 01:00:00,44.0,35.0,70.43,8.0,1020.9,0.0
2023-01-30 02:00:00,43.0,35.0,73.45,8.0,1021.2,0.0
2023-01-30 03:00:00,39.0,33.0,79.17,5.0,1021.0,0.0
2023-01-30 04:00:00,40.0,34.0,79.25,4.0,1021.0,0.0
2023-01-30 05:00:00,39.0,33.0,79.17,3.0,1021.5,0.0
2023-01-30 06:00:00,42.0,35.0,76.04,3.0,1021.2,0.0
2023-01-30 07:00:00,42.0,34.0,72.78,3.0,1021.8,0.0
2023-01-30 08:00:00,42.0,35.0,76.04,3.0,1021.7,0.0
2023-01-30 09:00:00,44.0,37.0,75.93,0.0,1022.2,0.0
2023-01-30 10:00:00,47.0,39.0,73.85,3.0,1022.9,0.0
2023-01-30 11:00:00,49.0,39.0,68.51,0.0,1022.0,0.0
2023-01-30 12:00:00,52.0,38.0,58.48,4.0,1021.1,0.0
2023-01-30 13:00:00,55.0,38.0,52.4,7.0,1020.3,0.0
2023-01-30 14:00:00,54.0,38.0,54.34,4.0,1019.2,0.0
2023-01-30 15:00:00,56.0,39.0,52.94,8.0,1018.7,0.0
2023-01-30 16:00:00,56.0,38.0,50.71,7.0,1018.0,0.0
2023-01-30 17:00:00,53.0,38.0,56.17,5.0,1018.4,0.0
2023-01-30 18:00:00,50.0,38.0,62.98,4.0,1018.9,0.0
2023-01-30 19:00:00,51.0,38.0,60.46,9.0,1019.3,0.0
2023-01-30 20:00:00,49.0,38.0,65.62,5.0,1018.4,0.0
2023-01-30 21:00:00,48.0,38.0,67.87,4.0,1018.3,0.0
2023-01-30 22:00:00,49.0,39.0,68.51,8.0,1018.7,0.0
2023-01-30 23:00:00,46.0,37.0,70.64,5.0,1018.0,0.0
2023-01-31 00:00:00,48.0,39.0,70.85,8.0,1018.0,0.0
